;seq_name;V1;V2;center_seq_name;eukref_env_biome;eukref_geo_loc_name;eukref_notes;gb_isolation_source;pr2_ocean;gb_lat_lon;pr2_ecosystem;pr2_habitat;gb_publication
478;EU561789_1_863_U_Labyrinthulomycetes_LAB7_X_sp;H;81;KF129615_1_1773_U_Labyrinthulomycetes_LAB7_X_sp;NA;NA;NA;"ocean water; 5m depth";Indian Ocean;NA;oceanic;water;Protistan assemblages across the Indian Ocean, with a specific emphasis on the picoeukaryotes
479;EU728656_1_704_U_Aurantiochytrium_mangrovei;S;811;EU728656_1_704_U_Aurantiochytrium_mangrovei;mangrove;NA;NA;NA;NA;NA;mangrove;leaves;Study on DHA biosynthesis from Labyrinthula, Schizochytrium - new heterotrophic marine algae and their ultilizations
480;EU728657_1_704_U_Aurantiochytrium_mangrovei;S;812;EU728657_1_704_U_Aurantiochytrium_mangrovei;mangrove;NA;NA;NA;NA;NA;mangrove;leaves;Study on DHA biosynthesis from Labyrinthula, Schizochytrium - new heterotrophic marine algae and their ultilizations
481;EU851167_1_1682_U_Aplanochytrium_sp;S;241;EU851167_1_1682_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
482;EU851168_1_1675_U_Aplanochytrium_sp;H;241;EU851167_1_1682_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
483;EU851169_1_1683_U_Aplanochytrium_sp;H;164;EU851173_1_1731_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
484;EU851170_1_1682_U_Aplanochytrium_sp;H;164;EU851173_1_1731_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
485;EU851171_1_1682_U_Aplanochytrium_sp;H;164;EU851173_1_1731_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
486;EU851172_1_1644_U_Aplanochytrium_sp;H;164;EU851173_1_1731_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
487;EU851173_1_1731_U_Aplanochytrium_sp;S;164;EU851173_1_1731_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
488;EU851174_1_1353_U_Aplanochytrium_sp;S;488;EU851174_1_1353_U_Aplanochytrium_sp;NA;NA;NA;NA;NA;NA;oceanic;zooplankton;Detection of aplanochytrids in Indian Ocean zooplankton using molecular probes
489;FB653242_1_1724_U_Aurantiochytrium_sp;H;109;HL196857_1_1761_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;NA
490;FJ010826_1_1407_U_Ulkenia_sp;S;428;FJ010826_1_1407_U_Ulkenia_sp;NA;NA;NA;NA;NA;NA;coastal;water;Docosahexaenoic acid (C22:6n - 3, DHA) and astaxanthin production by Thraustochytriidae sp. AS4-A1 a native strain with high similitude to Ulkenia sp.: Evaluation of liquid residues from food industry as nutrient sources
491;FJ039523_1_1707_U_Schizochytrium_sp;H;125;DQ367049_1_1752_U_Aurantiochytrium_mangrovei;NA;NA;NA;NA;NA;NA;mangrove;;18S rRNA sequence of a Schizochytrium isolate from mangrove
492;FJ153715_1_1211_U_Labyrinthulomycetes_LAB2_X_sp;S;576;FJ153715_1_1211_U_Labyrinthulomycetes_LAB2_X_sp;NA;NA;NA;anoxic Gotland Deep (Baltic Sea) water sample;Atlantic Ocean;NA;coastal;water;NA
493;FJ153732_1_1156_U_Labyrinthulomycetes_LAB2_X_sp;H;576;FJ153715_1_1211_U_Labyrinthulomycetes_LAB2_X_sp;NA;NA;NA;anoxic Gotland Deep (Baltic Sea) water sample;Atlantic Ocean;NA;coastal;water;NA
494;FJ153754_1_1787_U_Labyrinthulaceae_ANT10_3_sp;S;57;FJ153754_1_1787_U_Labyrinthulaceae_ANT10_3_sp;NA;NA;NA;NA;NA;NA;coastal;seagrass;Evaluation of the 18S rRNA clone library approach to study the diversity of the macroeukaryotic leaf-epiphytic community of the seagrass Posidonia oceanica (L.) Delile
495;FJ389755_1_842_U_Thraustochytrium_sp;S;696;FJ389755_1_842_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
496;FJ389756_1_743_U_Aplanochytrium_sp;S;751;FJ389756_1_743_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
497;FJ389757_1_841_U_Thraustochytrium_sp;S;697;FJ389757_1_841_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;;corals;NA
498;FJ389758_1_719_U_Thraustochytrium_sp;S;803;FJ389758_1_719_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
499;FJ389759_1_731_U_Thraustochytrium_sp;S;781;FJ389759_1_731_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
500;FJ389760_1_704_U_Thraustochytrium_sp;S;813;FJ389760_1_704_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
501;FJ389761_1_728_U_Thraustochytrium_sp;S;792;FJ389761_1_728_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
502;FJ389762_1_847_U_Thraustochytrium_sp;S;689;FJ389762_1_847_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
503;FJ389763_1_732_U_Thraustochytrium_sp;S;777;FJ389763_1_732_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
504;FJ389764_1_844_U_Thraustochytrium_sp;S;694;FJ389764_1_844_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
505;FJ389765_1_848_U_Thraustochytrium_sp;S;687;FJ389765_1_848_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
506;FJ389766_1_719_U_Thraustochytrium_sp;S;804;FJ389766_1_719_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
507;FJ389767_1_606_U_Labyrinthula_sp;S;859;FJ389767_1_606_U_Labyrinthula_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
508;FJ389768_1_561_U_Thraustochytrium_sp;S;917;FJ389768_1_561_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
509;FJ389770_1_593_U_Thraustochytrium_sp;H;220;KM402873_1_1700_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
510;FJ389771_1_726_U_Thraustochytrium_sp;H;782;FJ389778_1_731_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
511;FJ389772_1_848_U_Thraustochytrium_sp;S;688;FJ389772_1_848_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
512;FJ389773_1_730_U_Thraustochytrium_sp;S;784;FJ389773_1_730_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
513;FJ389774_1_845_U_Thraustochytrium_sp;S;692;FJ389774_1_845_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
514;FJ389775_1_729_U_Thraustochytriaceae_HK10_sp;H;677;FJ389814_1_861_U_Thraustochytriaceae_HK10_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
515;FJ389777_1_707_U_Thraustochytrium_sp;H;692;FJ389774_1_845_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
516;FJ389778_1_731_U_Thraustochytrium_sp;S;782;FJ389778_1_731_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
517;FJ389782_1_838_U_Thraustochytrium_sp;H;694;FJ389764_1_844_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
518;FJ389783_1_722_U_Thraustochytrium_sp;H;694;FJ389764_1_844_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
519;FJ389784_1_722_U_Thraustochytrium_sp;H;694;FJ389764_1_844_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
520;FJ389788_1_849_U_Ulkenia_sp;S;686;FJ389788_1_849_U_Ulkenia_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
521;FJ389789_1_714_U_Thraustochytrium_sp;S;807;FJ389789_1_714_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
522;FJ389790_1_712_U_Ulkenia_sp;S;809;FJ389790_1_712_U_Ulkenia_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
523;FJ389791_1_803_U_Ulkenia_sp;H;686;FJ389788_1_849_U_Ulkenia_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
524;FJ389794_1_725_U_Thraustochytrium_sp;H;694;FJ389764_1_844_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
525;FJ389796_1_549_U_Aplanochytrium_blankum;S;931;FJ389796_1_549_U_Aplanochytrium_blankum;NA;NA;NA;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
526;FJ389797_1_851_U_Thraustochytriaceae_HK10_sp;S;680;FJ389797_1_851_U_Thraustochytriaceae_HK10_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
527;FJ389798_1_687_U_Thraustochytrium_sp;H;802;FJ389801_1_720_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
528;FJ389799_1_765_U_Thraustochytrium_sp;S;731;FJ389799_1_765_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
529;FJ389800_1_850_U_Thraustochytriaceae_HK10_sp;S;684;FJ389800_1_850_U_Thraustochytriaceae_HK10_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
530;FJ389801_1_720_U_Thraustochytrium_sp;S;802;FJ389801_1_720_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
531;FJ389802_1_845_U_Thraustochytrium_sp;S;693;FJ389802_1_845_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
532;FJ389803_1_698_U_Thraustochytrium_sp;H;802;FJ389801_1_720_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
533;FJ389804_1_700_U_Thraustochytrium_sp;H;802;FJ389801_1_720_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
534;FJ389805_1_721_U_Thraustochytriaceae_HK10_sp;H;677;FJ389814_1_861_U_Thraustochytriaceae_HK10_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
535;FJ389806_1_712_U_Thraustochytrium_sp;H;802;FJ389801_1_720_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
536;FJ389807_1_868_U_Thraustochytrium_sp;S;674;FJ389807_1_868_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
537;FJ389808_1_857_U_Thraustochytrium_sp;S;678;FJ389808_1_857_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
538;FJ389809_1_849_U_Thraustochytrium_sp;H;674;FJ389807_1_868_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
539;FJ389810_1_831_U_Thraustochytrium_sp;H;674;FJ389807_1_868_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
540;FJ389811_1_857_U_Thraustochytriaceae_HK10_sp;H;677;FJ389814_1_861_U_Thraustochytriaceae_HK10_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
541;FJ389812_1_852_U_Thraustochytrium_sp;H;674;FJ389807_1_868_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
542;FJ389813_1_851_U_Thraustochytrium_sp;H;674;FJ389807_1_868_U_Thraustochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
543;FJ389814_1_861_U_Thraustochytriaceae_HK10_sp;S;677;FJ389814_1_861_U_Thraustochytriaceae_HK10_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
544;FJ389815_1_860_U_Thraustochytriaceae_HK10_sp;H;677;FJ389814_1_861_U_Thraustochytriaceae_HK10_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;NA
545;FJ389817_1_670_U_Labyrinthulaceae_ANT10_3_sp;H;512;OBEP010820117_20_1317_U_Labyrinthulaceae_ANT10_3_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
546;FJ389821_1_599_U_Aplanochytrium_sp;S;870;FJ389821_1_599_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
547;FJ389823_1_805_U_Aplanochytrium_sp;S;712;FJ389823_1_805_U_Aplanochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
548;FJ389824_1_812_U_Oblongichytrium_sp;S;709;FJ389824_1_812_U_Oblongichytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
549;FJ389825_1_762_U_Aplanochytrium_sp;S;732;FJ389825_1_762_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
550;FJ389828_1_727_U_Thraustochytrium_sp;S;794;FJ389828_1_727_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
551;FJ389829_1_660_U_Oblongichytrium_sp;S;831;FJ389829_1_660_U_Oblongichytrium_sp;NA;NA;NA;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
552;FJ389830_1_790_U_Ulkenia_sp;S;723;FJ389830_1_790_U_Ulkenia_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
553;FJ389831_1_779_U_Labyrinthulaceae_ANT10_3_sp;S;726;FJ389831_1_779_U_Labyrinthulaceae_ANT10_3_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
554;FJ389834_1_761_U_Aplanochytrium_sp;H;700;FJ389836_1_838_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
555;FJ389836_1_838_U_Aplanochytrium_sp;S;700;FJ389836_1_838_U_Aplanochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
556;FJ389838_1_850_U_Aplanochytrium_sp;S;685;FJ389838_1_850_U_Aplanochytrium_sp;NA;NA;NA;mucus;Indian Ocean;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
557;FJ389840_1_791_U_Aplanochytrium_sp;S;722;FJ389840_1_791_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
558;FJ389842_1_774_U_Aplanochytrium_sp;H;685;FJ389838_1_850_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
559;FJ389843_1_746_U_Aplanochytrium_sp;H;700;FJ389836_1_838_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
560;FJ389844_1_739_U_Aplanochytrium_sp;S;756;FJ389844_1_739_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
561;FJ389845_1_728_U_Aplanochytrium_sp;H;685;FJ389838_1_850_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
562;FJ389846_1_789_U_Labyrinthulaceae_ANT10_3_sp;H;512;OBEP010820117_20_1317_U_Labyrinthulaceae_ANT10_3_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
563;FJ389848_1_770_U_Aplanochytrium_sp;S;730;FJ389848_1_770_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
564;FJ389849_1_717_U_Labyrinthula_sp;S;805;FJ389849_1_717_U_Labyrinthula_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
565;FJ389851_1_678_U_Thraustochytrium_sp;H;794;FJ389828_1_727_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
566;FJ389852_1_751_U_Aplanochytrium_sp;S;743;FJ389852_1_751_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
567;FJ389853_1_528_U_Oblongichytrium_sp;S;949;FJ389853_1_528_U_Oblongichytrium_sp;NA;NA;NA;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
568;FJ389856_1_548_U_Aplanochytrium_sp;H;712;FJ389823_1_805_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
569;FJ389857_1_640_U_Aplanochytrium_sp;S;839;FJ389857_1_640_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
570;FJ389858_1_557_U_Thraustochytriaceae_HK10_sp;S;924;FJ389858_1_557_U_Thraustochytriaceae_HK10_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
571;FJ389860_1_665_U_Thraustochytrium_sp;H;794;FJ389828_1_727_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
572;FJ389861_1_762_U_Aplanochytrium_sp;S;733;FJ389861_1_762_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
573;FJ389862_1_798_U_Aplanochytrium_sp;S;717;FJ389862_1_798_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
574;FJ389863_1_611_U_Aplanochytrium_sp;S;855;FJ389863_1_611_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
575;FJ389864_1_684_U_Labyrinthula_sp;S;823;FJ389864_1_684_U_Labyrinthula_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
576;FJ389865_1_702_U_Aplanochytrium_sp;H;746;FJ389872_1_748_U_Aplanochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;NA
577;FJ389866_1_656_U_Thraustochytrium_sp;S;834;FJ389866_1_656_U_Thraustochytrium_sp;symbiota;Israel: Red Sea;mucus of coral;mucus;NA;NA;coastal;corals;Stramenopile Microorganisms Associated with the Massive Coral Favia sp
